symbol
RELIANCE
TCS
HDFCBANK
ICICIBANK
INFY
HINDUNILVR
ITC
SBIN
BHARTIARTL
BAJFINANCE
KOTAKBANK
LT
AXISBANK
ASIANPAINT
MARUTI
SUNPHARMA
TITAN
ULTRACEMCO
NESTLEIND
WIPRO
ADANIENT
ADANIPORTS
ONGC
NTPC
POWERGRID
M&M
TATAMOTORS
TATASTEEL
JSWSTEEL
COALINDIA
HCLTECH
TECHM
BAJAJFINSV
BAJAJ-AUTO
DRREDDY
CIPLA
DIVISLAB
GRASIM
BRITANNIA
EICHERMOT
HEROMOTOCO
HINDALCO
INDUSINDBK
SBILIFE
HDFCLIFE
BPCL
IOC
UPL
SHREECEM
APOLLOHOSP
PIDILITIND
DABUR
GODREJCP
HAVELLS
SIEMENS
DLF
VEDANTA
GAIL
AMBUJACEM
ACC
BANKBARODA
PNB
IDFCFIRSTB
FEDERALBNK
AUBANK
CANBK
INDIGO
TRENT
ZOMATO
NAUKRI
DMART
LTIM
MPHASIS
PERSISTENT
COFORGE
TATAELXSI
POLYCAB
VOLTAS
CUMMINSIND
ABB
BEL
BHEL
HAL
IRCTC
IRFC
RVNL
BANKINDIA
CHOLAFIN
MUTHOOTFIN
LICHSGFIN
PFC
RECLTD
TATAPOWER
ADANIGREEN
ADANIENSOL
JINDALSTEL
SAIL
NMDC
LUPIN
AUROPHARMA
TORNTPHARM
ALKEM
MRF
BALKRISIND
BOSCHLTD
